,CustomerId,Geography,Age,Tenure,HasCrCard,EstimatedSalary,Churn
3511,15674727,France,40-44,5,1,30000-39999,0
3512,15657779,Spain,15-19,3,1,80000-89999,0
3513,15801395,France,30-34,10,0,190000-199999,0
3514,15757911,Spain,30-34,2,0,130000-139999,0
3515,15665340,Spain,35-39,8,0,100000-109999,0
3516,15787151,France,30-34,7,1,190000-199999,0
3517,15757821,Spain,15-19,1,0,40000-49999,0
3518,15600688,France,35-39,5,0,110000-119999,0
3519,15594878,Spain,40-44,5,1,60000-69999,1
3520,15569248,France,40-44,10,1,140000-149999,1
3521,15812706,Spain,45-49,4,0,140000-149999,0
3522,15645045,France,35-39,9,1,130000-139999,0
3523,15766746,France,30-34,6,1,20000-29999,0
3524,15700383,France,30-34,7,1,100000-109999,0
3525,15632551,Germany,30-34,4,1,70000-79999,0
3526,15795129,France,25-29,9,1,130000-139999,0
3527,15650545,France,65-69,7,1,130000-139999,0
3528,15612769,France,25-29,5,1,70000-79999,0
3529,15710853,France,20-24,5,1,110000-119999,0
3530,15623712,Spain,40-44,5,1,80000-89999,1
3531,15653251,France,80-84,8,0,180000-189999,1
3532,15755077,Germany,35-39,0,1,130000-139999,1
3533,15808557,France,40-44,5,0,70000-79999,1
3534,15614687,Germany,40-44,4,1,190000-199999,0
3535,15626882,Spain,35-39,5,1,40000-49999,0
3536,15748034,France,25-29,7,1,70000-79999,0
3537,15632324,France,55-59,7,1,160000-169999,0
3538,15761023,Germany,40-44,2,1,0-9999,1
3539,15761453,France,40-44,6,1,80000-89999,0
3540,15646726,France,40-44,5,0,60000-69999,0
3541,15637169,Spain,65-69,4,1,70000-79999,0
3542,15636024,Spain,30-34,4,1,30000-39999,0
3543,15801218,France,45-49,8,0,170000-179999,1
3544,15642655,Spain,30-34,1,1,130000-139999,0
3545,15690130,France,30-34,8,0,190000-199999,0
3546,15653753,Spain,40-44,6,1,80000-89999,0
3547,15641359,Spain,30-34,6,0,0-9999,1
3548,15776827,Germany,35-39,5,0,180000-189999,0
3549,15647725,France,60-64,5,1,160000-169999,1
3550,15648455,Germany,50-54,4,1,20000-29999,0
3551,15580629,France,30-34,6,1,190000-199999,0
3552,15730161,France,35-39,3,1,0-9999,0
3553,15626612,Spain,35-39,4,1,130000-139999,1
3554,15662865,Spain,35-39,1,0,80000-89999,0
3555,15629094,France,35-39,1,1,140000-149999,1
3556,15651823,France,55-59,6,1,80000-89999,1
3557,15594827,France,30-34,1,0,160000-169999,0
3558,15786392,France,40-44,4,0,100000-109999,0
3559,15727353,France,60-64,7,1,30000-39999,1
3560,15733777,France,40-44,8,0,60000-69999,1
3561,15614302,Germany,30-34,10,1,180000-189999,0
3562,15723263,Germany,30-34,9,1,110000-119999,1
3563,15687270,Spain,60-64,8,0,130000-139999,0
3564,15803121,France,50-54,5,0,140000-149999,1
3565,15598700,Spain,25-29,5,0,150000-159999,0
3566,15741875,Spain,20-24,3,0,70000-79999,0
3567,15631709,Spain,30-34,2,1,40000-49999,0
3568,15672970,Spain,15-19,3,0,150000-159999,0
3569,15761670,France,45-49,8,1,120000-129999,1
3570,15706005,France,45-49,2,1,90000-99999,1
3571,15790336,Germany,35-39,6,1,120000-129999,0
3572,15754267,Germany,30-34,3,0,120000-129999,0
3573,15791988,France,65-69,4,1,10000-19999,0
3574,15683375,France,30-34,4,1,110000-119999,0
3575,15625151,France,65-69,9,0,180000-189999,0
3576,15635285,France,25-29,8,1,90000-99999,0
3577,15574296,France,20-24,2,1,90000-99999,0
3578,15711618,Germany,35-39,1,1,110000-119999,1
3579,15670943,Germany,30-34,9,1,190000-199999,0
3580,15634359,Germany,40-44,5,1,190000-199999,0
3581,15586629,France,30-34,5,1,130000-139999,0
3582,15588461,France,30-34,4,1,0-9999,0
3583,15773221,Spain,40-44,8,1,130000-139999,1
3584,15664227,Germany,25-29,8,0,20000-29999,0
3585,15741745,France,25-29,7,1,130000-139999,0
3586,15652626,France,50-54,4,1,140000-149999,0
3587,15599410,France,40-44,2,1,160000-169999,0
3588,15571958,Spain,35-39,3,1,170000-179999,0
3589,15785406,France,50-54,4,0,70000-79999,0
3590,15687884,France,35-39,3,0,110000-119999,0
3591,15621685,France,25-29,2,1,80000-89999,0
3592,15628886,Spain,55-59,5,1,60000-69999,1
3593,15699325,Germany,60-64,10,0,0-9999,0
3594,15578369,Germany,35-39,9,1,150000-159999,0
3595,15654156,Germany,30-34,5,1,70000-79999,0
3596,15707199,France,35-39,0,0,50000-59999,0
3597,15671630,Germany,35-39,1,1,170000-179999,0
3598,15632079,Germany,35-39,8,1,40000-49999,0
3599,15767921,France,40-44,7,1,60000-69999,0
3600,15573599,France,55-59,6,0,190000-199999,1
3601,15747208,France,45-49,6,1,90000-99999,1
3602,15582762,Spain,75-79,2,1,30000-39999,0
3603,15772528,France,45-49,7,1,50000-59999,1
3604,15755798,France,30-34,4,0,110000-119999,0
3605,15788683,Germany,30-34,10,1,150000-159999,0
3606,15616922,France,25-29,1,1,10000-19999,0
3607,15771855,France,35-39,5,0,110000-119999,0
3608,15601873,France,35-39,7,1,40000-49999,0
3609,15657868,Germany,35-39,6,1,30000-39999,0
3610,15711716,France,55-59,1,1,100000-109999,1
3611,15734246,France,20-24,8,0,190000-199999,0
3612,15792151,Spain,35-39,3,1,90000-99999,0
3613,15770159,Germany,20-24,6,1,100000-109999,0
3614,15747649,Germany,35-39,0,1,170000-179999,0
3615,15639357,France,45-49,9,0,170000-179999,1
3616,15738907,France,55-59,6,1,30000-39999,1
3617,15663446,Germany,25-29,4,1,10000-19999,1
3618,15750867,Germany,45-49,8,1,140000-149999,1
3619,15715939,France,30-34,0,1,0-9999,0
3620,15763806,France,40-44,4,1,20000-29999,0
3621,15637993,France,35-39,9,1,40000-49999,0
3622,15720338,Spain,50-54,8,1,120000-129999,0
3623,15627162,Germany,25-29,6,1,100000-109999,0
3624,15596710,France,30-34,1,0,140000-149999,0
3625,15781678,Spain,30-34,4,1,100000-109999,0
3626,15634968,Germany,35-39,6,1,70000-79999,1
3627,15609475,Spain,35-39,7,1,50000-59999,0
3628,15573319,Germany,30-34,8,0,190000-199999,0
3629,15738291,France,45-49,8,0,80000-89999,0
3630,15782456,France,45-49,9,0,190000-199999,0
3631,15794841,Spain,15-19,5,1,190000-199999,0
3632,15684696,Spain,25-29,3,1,150000-159999,0
3633,15629846,Germany,45-49,8,1,100000-109999,0
3634,15674442,France,20-24,7,0,140000-149999,0
3635,15571689,France,35-39,5,1,20000-29999,0
3636,15730469,Spain,30-34,4,0,30000-39999,0
3637,15809320,Spain,50-54,0,1,30000-39999,1
3638,15684367,Spain,25-29,5,0,90000-99999,0
3639,15793049,Germany,45-49,8,1,130000-139999,1
3640,15603665,Germany,35-39,0,1,90000-99999,0
3641,15613623,Spain,60-64,3,1,100000-109999,0
3642,15569572,France,40-44,6,1,100000-109999,0
3643,15698791,France,40-44,3,1,40000-49999,0
3644,15626233,France,30-34,3,1,150000-159999,0
3645,15607263,France,50-54,3,0,10000-19999,1
3646,15610900,France,65-69,9,1,20000-29999,1
3647,15624775,France,65-69,2,0,100000-109999,0
3648,15691703,France,45-49,8,0,60000-69999,1
3649,15745355,France,40-44,4,1,90000-99999,0
3650,15724955,France,35-39,3,0,140000-149999,0
3651,15628999,France,75-79,10,1,100000-109999,0
3652,15654341,France,30-34,8,1,190000-199999,0
3653,15744240,Germany,45-49,0,0,0-9999,0
3654,15632365,Germany,30-34,8,0,70000-79999,0
3655,15729689,Germany,30-34,6,0,100000-109999,0
3656,15759284,France,35-39,6,1,110000-119999,1
3657,15602124,France,25-29,7,1,180000-189999,0
3658,15661903,France,40-44,3,1,190000-199999,1
3659,15664668,France,40-44,9,0,10000-19999,1
3660,15736431,Spain,25-29,2,1,20000-29999,0
3661,15748639,Germany,30-34,7,1,90000-99999,0
3662,15628123,France,25-29,5,0,140000-149999,0
3663,15602731,France,30-34,5,1,130000-139999,1
3664,15794137,Germany,35-39,0,1,100000-109999,0
3665,15748696,France,40-44,9,0,160000-169999,0
3666,15725068,Spain,20-24,9,1,20000-29999,0
3667,15807340,Germany,30-34,4,0,50000-59999,0
3668,15586133,Germany,40-44,2,0,60000-69999,1
3669,15576185,France,25-29,2,1,40000-49999,0
3670,15660809,France,25-29,4,1,10000-19999,0
3671,15616666,Germany,50-54,6,0,60000-69999,0
3672,15706904,France,40-44,6,1,70000-79999,0
3673,15606915,France,20-24,7,1,20000-29999,0
3674,15749693,France,30-34,9,1,150000-159999,0
3675,15791743,France,30-34,1,1,40000-49999,0
3676,15796480,France,30-34,2,0,140000-149999,0
3677,15790442,Spain,30-34,2,1,150000-159999,0
3678,15609458,France,25-29,10,1,70000-79999,0
3679,15593897,Spain,20-24,7,1,20000-29999,0
3680,15604576,Spain,20-24,3,1,140000-149999,0
3681,15666270,France,35-39,2,1,90000-99999,1
3682,15572626,Spain,40-44,8,1,10000-19999,0
3683,15727197,France,50-54,9,0,140000-149999,1
3684,15714006,France,30-34,2,0,70000-79999,0
3685,15642137,Spain,35-39,5,0,100000-109999,0
3686,15665327,France,15-19,2,1,120000-129999,0
3687,15626806,France,30-34,2,1,40000-49999,0
3688,15662578,Germany,30-34,1,1,170000-179999,0
3689,15790829,France,40-44,5,1,130000-139999,0
3690,15654959,Spain,65-69,6,1,110000-119999,0
3691,15760244,France,75-79,5,0,10000-19999,0
3692,15715394,Spain,30-34,4,0,170000-179999,0
3693,15722246,France,55-59,4,1,10000-19999,1
3694,15609704,France,30-34,4,1,70000-79999,1
3695,15757628,France,35-39,10,1,120000-129999,0
3696,15633586,France,35-39,7,0,20000-29999,0
3697,15565796,Germany,45-49,10,1,70000-79999,0
3698,15717935,France,20-24,3,0,50000-59999,0
3699,15577700,France,35-39,10,1,130000-139999,0
3700,15747345,France,20-24,6,1,190000-199999,0
3701,15678317,France,45-49,2,1,50000-59999,0
3702,15698335,France,70-74,8,1,30000-39999,0
3703,15768451,Germany,35-39,5,1,60000-69999,1
3704,15753213,France,30-34,7,1,190000-199999,0
3705,15769645,France,30-34,3,1,40000-49999,0
3706,15657565,Spain,40-44,6,0,70000-79999,0
3707,15620323,Spain,40-44,3,1,30000-39999,0
3708,15679983,France,30-34,7,0,70000-79999,0
3709,15812616,France,45-49,10,1,80000-89999,1
3710,15601796,France,25-29,1,1,190000-199999,0
3711,15729489,Germany,30-34,8,0,190000-199999,1
3712,15613216,Spain,35-39,1,1,90000-99999,0
3713,15657937,Germany,20-24,0,0,150000-159999,0
3714,15815428,France,30-34,3,1,0-9999,0
3715,15640409,Germany,45-49,0,0,80000-89999,1
3716,15699492,Germany,25-29,2,0,180000-189999,0
3717,15623536,Germany,35-39,0,1,170000-179999,0
3718,15707551,France,25-29,8,1,20000-29999,0
3719,15577999,France,60-64,1,1,70000-79999,1
3720,15788775,Germany,35-39,8,1,70000-79999,0
3721,15758362,France,40-44,9,1,80000-89999,0
3722,15807961,France,20-24,4,1,140000-149999,0
3723,15710978,Germany,40-44,2,1,20000-29999,0
3724,15703541,Germany,50-54,9,0,40000-49999,1
3725,15626474,France,30-34,1,1,0-9999,0
3726,15608344,Germany,25-29,7,1,100000-109999,1
3727,15768367,France,25-29,7,1,170000-179999,1
3728,15806210,Spain,65-69,5,1,130000-139999,0
3729,15697702,Spain,25-29,2,1,10000-19999,0
3730,15689152,Spain,35-39,3,0,10000-19999,0
3731,15568573,Germany,50-54,7,0,170000-179999,1
3732,15689598,France,45-49,6,1,90000-99999,1
3733,15713374,Germany,65-69,9,1,90000-99999,0
3734,15679733,Germany,35-39,2,1,40000-49999,0
3735,15759274,France,30-34,10,1,150000-159999,0
3736,15607748,Germany,35-39,8,1,10000-19999,0
3737,15607577,Spain,25-29,8,1,180000-189999,0
3738,15813697,Germany,40-44,2,1,90000-99999,0
3739,15801125,France,30-34,1,1,100000-109999,0
3740,15777855,France,40-44,7,0,70000-79999,0
3741,15635396,Germany,25-29,9,1,140000-149999,1
3742,15698031,Germany,35-39,6,1,0-9999,0
3743,15678944,Germany,30-34,6,1,0-9999,1
3744,15718507,Germany,35-39,3,1,140000-149999,1
3745,15808334,Germany,35-39,1,1,190000-199999,0
3746,15804709,Germany,30-34,5,0,160000-169999,1
3747,15645835,France,30-34,9,1,50000-59999,0
3748,15738166,France,35-39,10,0,130000-139999,0
3749,15675360,France,30-34,8,1,10000-19999,0
3750,15793042,France,35-39,2,1,80000-89999,0
3751,15630106,Spain,25-29,2,1,50000-59999,0
3752,15810385,Spain,35-39,2,0,80000-89999,0
3753,15578211,France,20-24,6,1,160000-169999,0
3754,15572792,Spain,30-34,8,1,130000-139999,0
3755,15620030,France,25-29,1,0,80000-89999,0
3756,15783541,France,30-34,5,0,190000-199999,0
3757,15679284,Spain,40-44,6,1,50000-59999,0
3758,15582910,France,35-39,4,1,10000-19999,1
3759,15688337,France,35-39,9,1,160000-169999,0
3760,15734970,Spain,35-39,7,0,170000-179999,0
3761,15759140,France,60-64,10,0,60000-69999,0
3762,15643042,Germany,35-39,2,0,90000-99999,0
3763,15773868,Germany,35-39,3,1,130000-139999,1
3764,15615820,France,45-49,8,1,50000-59999,0
3765,15730273,France,25-29,8,1,170000-179999,0
3766,15724890,Spain,35-39,4,0,80000-89999,0
3767,15765952,France,25-29,4,1,180000-189999,0
3768,15685920,Spain,30-34,2,0,190000-199999,0
3769,15663263,France,45-49,5,0,0-9999,0
3770,15568953,France,25-29,1,1,130000-139999,0
3771,15643361,Germany,30-34,8,1,180000-189999,0
3772,15699486,Spain,30-34,7,1,30000-39999,0
3773,15747854,France,30-34,3,1,130000-139999,0
3774,15691785,France,60-64,1,1,50000-59999,1
3775,15709004,Germany,20-24,5,0,0-9999,0
3776,15652218,France,30-34,2,1,70000-79999,0
3777,15697127,France,30-34,2,1,10000-19999,0
3778,15658486,Spain,55-59,3,1,70000-79999,0
3779,15694160,France,35-39,0,0,110000-119999,0
3780,15685290,Germany,45-49,5,1,40000-49999,1
3781,15701042,Germany,25-29,2,1,170000-179999,0
3782,15680449,Germany,40-44,2,1,30000-39999,1
3783,15599860,Spain,25-29,8,1,130000-139999,1
3784,15723169,France,30-34,9,1,40000-49999,0
3785,15803842,Germany,40-44,3,0,80000-89999,0
3786,15728224,Germany,40-44,9,1,40000-49999,1
3787,15644174,Germany,25-29,4,1,180000-189999,1
3788,15707110,Germany,25-29,2,1,40000-49999,0
3789,15765415,Spain,40-44,4,1,190000-199999,0
3790,15756751,Spain,50-54,0,1,150000-159999,1
3791,15795151,France,35-39,3,1,20000-29999,0
3792,15632859,France,35-39,7,0,130000-139999,0
3793,15584037,Germany,55-59,5,1,20000-29999,1
3794,15621409,France,30-34,4,1,60000-69999,0
3795,15581102,France,20-24,8,0,140000-149999,0
3796,15578096,France,25-29,7,0,100000-109999,0
3797,15669887,France,50-54,3,1,60000-69999,1
3798,15621834,Spain,40-44,0,1,50000-59999,0
3799,15655341,Spain,30-34,5,1,130000-139999,0
3800,15685314,France,25-29,2,1,30000-39999,0
3801,15653997,Spain,30-34,6,0,130000-139999,0
3802,15629551,Germany,40-44,9,0,110000-119999,0
3803,15651264,Germany,50-54,4,0,110000-119999,1
3804,15760825,France,35-39,1,1,120000-129999,0
3805,15597394,Spain,30-34,0,0,90000-99999,0
3806,15740383,Spain,35-39,10,1,50000-59999,0
3807,15670562,France,25-29,3,1,50000-59999,0
3808,15698117,Germany,40-44,0,0,120000-129999,0
3809,15694805,Spain,30-34,1,0,160000-169999,0
3810,15746802,France,25-29,6,1,190000-199999,0
3811,15589428,France,40-44,9,1,30000-39999,0
3812,15790267,France,35-39,7,0,170000-179999,0
3813,15665402,Spain,70-74,5,1,150000-159999,0
3814,15642093,France,25-29,7,1,150000-159999,0
3815,15666181,France,30-34,0,1,50000-59999,0
3816,15602554,France,30-34,9,0,70000-79999,0
3817,15724251,Germany,25-29,6,0,30000-39999,1
3818,15740147,France,40-44,10,0,90000-99999,0
3819,15718289,Germany,45-49,3,1,110000-119999,1
3820,15763148,France,35-39,9,0,190000-199999,0
3821,15685245,Spain,55-59,5,0,150000-159999,0
3822,15626985,France,35-39,0,1,100000-109999,0
3823,15585823,France,30-34,8,1,90000-99999,0
3824,15728167,France,40-44,2,0,10000-19999,0
3825,15762928,Spain,40-44,8,1,10000-19999,0
3826,15751774,France,75-79,4,1,140000-149999,0
3827,15654733,Germany,55-59,3,1,90000-99999,1
3828,15809777,Germany,50-54,7,1,0-9999,0
3829,15744200,France,35-39,1,1,30000-39999,0
3830,15720713,France,25-29,10,1,190000-199999,0
3831,15695356,France,45-49,5,1,170000-179999,0
3832,15653315,Spain,30-34,1,1,100000-109999,0
3833,15604792,Germany,35-39,6,0,170000-179999,0
3834,15704819,Spain,35-39,6,0,110000-119999,0
3835,15670859,Germany,35-39,7,1,190000-199999,0
3836,15602797,Spain,45-49,5,0,180000-189999,1
3837,15662533,Spain,20-24,6,1,150000-159999,0
3838,15778154,Germany,45-49,4,0,10000-19999,1
3839,15806230,Germany,35-39,2,1,60000-69999,1
3840,15662884,Germany,55-59,1,0,160000-169999,1
3841,15750778,France,55-59,2,1,130000-139999,1
3842,15717185,France,25-29,8,1,60000-69999,0
3843,15677804,Spain,35-39,1,1,80000-89999,1
3844,15568915,France,35-39,6,1,100000-109999,0
3845,15736495,France,30-34,8,1,90000-99999,0
3846,15737354,France,45-49,7,1,60000-69999,0
3847,15667889,France,35-39,6,1,110000-119999,0
3848,15577831,Germany,40-44,4,0,10000-19999,0
3849,15729836,Spain,30-34,1,1,180000-189999,0
3850,15775293,France,30-34,3,1,60000-69999,0
3851,15697597,France,25-29,1,0,120000-129999,0
3852,15639669,France,35-39,9,1,150000-159999,0
3853,15631392,Germany,40-44,9,0,80000-89999,0
3854,15580935,Germany,30-34,9,1,120000-129999,0
3855,15590344,Germany,30-34,3,1,170000-179999,0
3856,15653306,Germany,30-34,0,0,150000-159999,0
3857,15805025,France,40-44,7,1,100000-109999,0
3858,15658449,France,40-44,9,0,70000-79999,0
3859,15694450,France,40-44,5,1,20000-29999,0
3860,15605666,France,30-34,6,1,0-9999,0
3861,15615126,France,35-39,3,0,180000-189999,1
3862,15726588,Spain,35-39,3,0,110000-119999,0
3863,15645095,France,25-29,3,1,50000-59999,0
3864,15808960,Germany,35-39,5,1,40000-49999,0
3865,15729435,France,35-39,6,1,60000-69999,0
3866,15656840,France,25-29,6,1,30000-39999,0
3867,15659149,France,35-39,2,1,190000-199999,0
3868,15585490,France,30-34,4,0,60000-69999,0
3869,15674929,France,30-34,7,0,40000-49999,0
3870,15746341,France,35-39,8,1,40000-49999,0
3871,15662091,Spain,20-24,7,1,140000-149999,0
3872,15620123,France,35-39,6,0,0-9999,0
3873,15616240,Spain,35-39,4,1,160000-169999,0
3874,15624186,Germany,20-24,5,0,130000-139999,0
3875,15605036,Spain,35-39,9,1,130000-139999,0
3876,15805151,Germany,30-34,2,1,0-9999,0
3877,15753847,Spain,40-44,4,0,170000-179999,1
3878,15653222,Germany,30-34,6,1,0-9999,0
3879,15757541,France,30-34,9,0,180000-189999,1
3880,15726945,France,70-74,8,1,150000-159999,0
3881,15794276,France,60-64,3,1,180000-189999,0
3882,15568328,France,20-24,6,1,60000-69999,0
3883,15604355,France,35-39,1,1,30000-39999,0
3884,15735788,France,30-34,6,1,70000-79999,0
3885,15618255,Germany,55-59,6,1,140000-149999,1
3886,15720941,Germany,30-34,8,0,0-9999,0
3887,15769110,France,45-49,5,1,40000-49999,0
3888,15576094,France,70-74,0,0,20000-29999,0
3889,15756150,France,35-39,2,0,0-9999,0
3890,15719579,Germany,30-34,9,0,190000-199999,0
3891,15748854,Germany,25-29,5,1,140000-149999,0
3892,15612455,Germany,40-44,6,1,140000-149999,0
3893,15664802,France,40-44,5,0,100000-109999,0
3894,15735687,Spain,35-39,2,1,130000-139999,0
3895,15664734,Germany,20-24,3,1,100000-109999,0
3896,15767894,France,20-24,9,0,130000-139999,0
3897,15666884,Germany,40-44,5,1,180000-189999,0
3898,15750156,Germany,55-59,2,1,0-9999,1
3899,15751120,France,35-39,2,1,120000-129999,0
3900,15575748,France,35-39,9,0,100000-109999,0
3901,15714610,Spain,25-29,2,1,80000-89999,0
3902,15720305,Spain,35-39,1,0,130000-139999,1
3903,15678129,Spain,40-44,9,1,150000-159999,0
3904,15566633,Germany,50-54,8,1,140000-149999,0
3905,15680436,France,25-29,4,1,160000-169999,0
3906,15674343,France,40-44,8,0,100000-109999,0
3907,15658890,Germany,45-49,4,1,80000-89999,0
3908,15599004,Spain,35-39,1,1,100000-109999,0
3909,15726487,France,60-64,6,1,160000-169999,0
3910,15698716,France,65-69,3,1,30000-39999,1
3911,15710527,France,30-34,4,1,110000-119999,0
3912,15655590,Spain,45-49,2,0,180000-189999,0
3913,15732266,Germany,50-54,5,1,160000-169999,1
3914,15669326,France,40-44,2,1,10000-19999,0
3915,15672246,Germany,40-44,2,1,90000-99999,0
3916,15620276,Spain,35-39,6,1,110000-119999,0
3917,15640258,France,45-49,6,1,50000-59999,1
3918,15740283,France,25-29,1,0,150000-159999,0
3919,15759717,Spain,35-39,7,1,10000-19999,0
3920,15620268,Germany,40-44,3,1,110000-119999,0
3921,15743871,France,55-59,3,1,20000-29999,1
3922,15614491,France,35-39,3,1,140000-149999,0
3923,15595047,France,40-44,7,0,130000-139999,0
3924,15732334,France,35-39,0,1,30000-39999,0
3925,15701206,Spain,40-44,5,1,60000-69999,0
3926,15581280,Germany,25-29,6,1,60000-69999,0
3927,15651943,Spain,60-64,1,0,100000-109999,0
3928,15609545,France,25-29,5,0,170000-179999,0
3929,15658548,Germany,35-39,6,1,50000-59999,0
3930,15626008,Germany,50-54,9,1,160000-169999,1
3931,15774133,France,30-34,8,0,40000-49999,0
3932,15763798,France,20-24,5,0,30000-39999,0
3933,15758013,France,35-39,5,0,20000-29999,0
3934,15705765,Spain,45-49,1,1,100000-109999,0
3935,15648362,Germany,40-44,3,1,80000-89999,1
3936,15761102,Spain,30-34,4,0,130000-139999,0
3937,15610165,France,25-29,1,1,190000-199999,0
3938,15723717,Germany,40-44,1,0,160000-169999,1
3939,15654611,Germany,20-24,9,1,130000-139999,0
3940,15659736,Germany,65-69,5,0,10000-19999,1
3941,15603170,France,30-34,9,1,190000-199999,1
3942,15786167,Spain,15-19,5,1,50000-59999,0
3943,15671915,France,45-49,5,1,70000-79999,0
3944,15794792,France,30-34,8,1,50000-59999,0
3945,15652789,Spain,35-39,10,1,50000-59999,0
3946,15739168,France,30-34,5,0,160000-169999,0
3947,15719950,France,60-64,10,1,170000-179999,0
3948,15743818,Spain,55-59,9,0,120000-129999,0
3949,15717937,Germany,40-44,5,0,20000-29999,0
3950,15602841,Spain,25-29,5,0,80000-89999,0
3951,15619972,France,45-49,9,0,120000-129999,1
3952,15796114,France,30-34,7,0,0-9999,0
3953,15633546,Spain,30-34,3,1,190000-199999,0
3954,15758755,France,30-34,9,0,100000-109999,0
3955,15695168,France,35-39,2,1,100000-109999,0
3956,15754342,Germany,55-59,0,0,40000-49999,0
3957,15756610,Germany,35-39,5,0,40000-49999,1
3958,15640917,France,40-44,5,1,40000-49999,0
3959,15663164,Germany,45-49,7,1,80000-89999,1
3960,15616811,France,45-49,0,0,140000-149999,0
3961,15610781,France,25-29,10,1,80000-89999,0
3962,15600911,France,30-34,2,1,0-9999,0
3963,15629603,France,30-34,8,1,40000-49999,0
3964,15714981,France,35-39,4,1,50000-59999,1
3965,15775892,Spain,20-24,8,0,130000-139999,0
3966,15782778,France,30-34,4,0,190000-199999,0
3967,15786643,France,30-34,10,1,110000-119999,0
3968,15595657,Germany,35-39,4,0,120000-129999,0
3969,15743673,Spain,25-29,2,1,80000-89999,1
3970,15634310,France,25-29,6,1,180000-189999,0
3971,15790809,Spain,35-39,7,1,190000-199999,0
3972,15668695,France,20-24,5,0,40000-49999,0
3973,15669281,Spain,35-39,3,0,110000-119999,0
3974,15621031,Spain,25-29,8,1,60000-69999,0
3975,15720071,France,45-49,3,0,60000-69999,1
3976,15792180,Germany,20-24,7,1,100000-109999,0
3977,15813894,Spain,20-24,9,0,150000-159999,0
3978,15669490,Germany,35-39,6,1,140000-149999,0
3979,15783030,France,35-39,7,1,70000-79999,1
3980,15695792,France,60-64,0,1,80000-89999,0
3981,15575676,France,20-24,1,0,160000-169999,0
3982,15627665,France,45-49,4,1,70000-79999,1
3983,15814092,France,40-44,2,0,170000-179999,1
3984,15695225,Spain,35-39,8,1,60000-69999,0
3985,15615091,France,20-24,6,1,90000-99999,0
3986,15794345,Spain,35-39,8,0,40000-49999,0
3987,15726484,France,35-39,7,1,120000-129999,0
3988,15650442,Germany,30-34,8,1,160000-169999,1
3989,15714256,France,25-29,7,0,160000-169999,0
3990,15778752,France,30-34,10,1,170000-179999,0
3991,15601659,Germany,55-59,7,1,160000-169999,1
3992,15602811,Germany,35-39,0,0,90000-99999,0
3993,15779414,Spain,35-39,3,1,130000-139999,0
3994,15763097,Spain,75-79,8,0,30000-39999,0
3995,15633666,Spain,30-34,7,1,90000-99999,0
3996,15718789,France,25-29,5,1,70000-79999,0
3997,15690620,France,35-39,10,1,130000-139999,0
3998,15737071,France,55-59,5,1,80000-89999,1
3999,15665062,France,15-19,1,1,0-9999,0
4000,15600692,France,35-39,5,1,160000-169999,0
4001,15792064,Germany,50-54,5,1,180000-189999,1
4002,15811486,Germany,25-29,8,0,60000-69999,0
4003,15626141,France,25-29,1,1,10000-19999,0
4004,15738546,Spain,40-44,4,0,140000-149999,0
4005,15677052,France,55-59,2,1,120000-129999,1
4006,15656454,France,35-39,6,1,40000-49999,0
4007,15645496,France,40-44,7,1,140000-149999,0
4008,15612505,Spain,40-44,3,1,150000-159999,0
4009,15708513,France,35-39,1,1,190000-199999,0
4010,15685654,Spain,65-69,9,1,10000-19999,0
4011,15732307,Germany,30-34,4,1,70000-79999,0
4012,15726814,Spain,45-49,4,0,50000-59999,0
4013,15653776,Germany,55-59,1,0,20000-29999,1
4014,15597914,Germany,50-54,2,1,20000-29999,1
4015,15631603,France,30-34,1,1,20000-29999,0
4016,15789753,France,35-39,6,0,70000-79999,0
4017,15678034,France,45-49,9,1,10000-19999,1
4018,15690209,Germany,30-34,3,1,110000-119999,0
4019,15592091,Spain,30-34,2,1,130000-139999,0
4020,15647453,France,40-44,4,0,0-9999,0
4021,15697100,Germany,45-49,6,1,180000-189999,1
4022,15811290,Germany,40-44,0,1,30000-39999,0
4023,15629187,France,35-39,8,1,0-9999,0
4024,15758073,France,15-19,7,0,20000-29999,0
4025,15640769,France,60-64,8,1,40000-49999,0
4026,15606641,Germany,55-59,10,1,70000-79999,1
4027,15718280,Germany,35-39,5,1,140000-149999,0
4028,15764335,Germany,40-44,8,1,70000-79999,0
4029,15634218,Germany,25-29,4,1,130000-139999,0
4030,15808760,Spain,40-44,6,1,90000-99999,0
4031,15648461,Spain,35-39,7,1,110000-119999,0
4032,15593555,France,35-39,9,1,10000-19999,0
4033,15569079,Germany,45-49,6,1,60000-69999,1
4034,15800736,Spain,40-44,4,1,190000-199999,0
4035,15792607,France,35-39,2,0,70000-79999,0
4036,15640034,France,40-44,2,1,40000-49999,1
4037,15807563,France,50-54,5,0,180000-189999,1
4038,15684461,Spain,30-34,6,1,140000-149999,1
4039,15580134,Spain,25-29,2,1,40000-49999,0
4040,15679075,France,35-39,8,1,10000-19999,0
4041,15742504,France,35-39,2,1,80000-89999,0
4042,15567328,Spain,35-39,5,0,10000-19999,0
4043,15698294,Spain,30-34,1,1,130000-139999,0
4044,15607142,France,30-34,8,1,80000-89999,0
4045,15738516,Spain,35-39,5,1,10000-19999,0
4046,15806403,France,35-39,9,1,10000-19999,0
4047,15656707,Spain,20-24,2,1,180000-189999,0
4048,15653715,France,60-64,7,1,50000-59999,0
